order_id,customer_id,product_id,quantity,price,order_date,id,name,username,email,address_geo_lat,address_geo_lng,Center,Latitude,Longitude,weather_main,0,weather_description,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_visibility,wind_speed,wind_deg,country,latitude,longitude,dt
5862.0,5.0,14.0,2.0,29.35,2022-12-12,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.01150696720965,25.984399859143107,116.021356455318,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
8426.0,5.0,35.0,6.0,33.38,2023-05-18,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.053475167973748,26.016352609335105,116.04593309299366,Snow,,light snow,-3.63,-3.63,-4.04,-1.08,1021.0,81.0,1145.0,2.36,323.0,JP,36.68628458546357,138.46566207958975,2023-12-03 11:04:34
8879.0,5.0,23.0,3.0,14.41,2022-11-13,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.37790916970517,26.38971071890508,116.4145666045263,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
3214.0,5.0,34.0,8.0,17.92,2023-04-03,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.534258052138668,26.574304758910404,116.55385634567298,Snow,,light snow,0.64,0.64,0.64,0.64,1018.0,89.0,6609.0,4.33,306.0,JP,37.059755281067744,139.73370177095867,2023-12-03 11:04:34
5215.0,5.0,10.0,5.0,64.85,2022-06-20,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.488281051151223,26.525030307646645,116.49693514787924,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
3602.0,5.0,26.0,10.0,50.25,2022-12-08,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.9152041579443,25.87388632399191,115.95514185584724,Clouds,,broken clouds,4.22,4.22,4.22,5.66,1022.0,94.0,10000.0,1.47,218.0,JP,35.73190167326179,137.92675380735974,2023-12-03 11:04:34
3738.0,5.0,21.0,3.0,44.33,2023-02-21,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.30911733019486,26.329931808633585,116.3096003987128,Snow,,light snow,-3.63,-3.63,-4.04,-1.08,1021.0,81.0,1145.0,2.36,323.0,JP,36.68628458546357,138.46566207958975,2023-12-03 11:04:34
6518.0,5.0,10.0,3.0,84.88,2022-11-21,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.90580162960652,25.945220338478983,115.86461711063,Rain,,light rain,3.79,3.79,3.79,5.6,1021.0,97.0,1187.0,3.26,308.0,JP,37.07618661722416,138.89015034533375,2023-12-03 11:04:34
1790.0,5.0,30.0,3.0,71.28,2022-09-28,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.044548390713626,26.012506615638635,116.012991594491,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,59.0,10000.0,10.54,317.0,JP,37.58381982265952,137.06277873039858,2023-12-03 11:04:34
3139.0,5.0,1.0,6.0,37.99,2023-03-27,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.006689326069928,26.02205265039504,116.04622045536512,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
7004.0,5.0,1.0,8.0,12.96,2022-08-29,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.42172664701654,26.456778833281916,116.44387704885185,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
7118.0,5.0,25.0,1.0,76.14,2022-12-06,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.19057562122188,26.15844436409517,116.16480577738386,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
5307.0,5.0,3.0,7.0,51.98,2022-09-01,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.43962002224999,26.442556047628727,116.48776590707072,Snow,,light snow,0.37,0.37,0.37,0.37,1023.0,98.0,3146.0,1.56,6.0,JP,36.14554313202335,137.19859642574923,2023-12-03 11:04:34
8310.0,5.0,37.0,10.0,79.35,2023-02-07,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.677199154974,25.64507974560862,115.69341656771068,Snow,,snow,-2.18,-2.18,-3.38,-1.94,1021.0,94.0,838.0,3.46,309.0,JP,36.92212455299804,138.11711870832804,2023-12-03 11:04:34
1896.0,5.0,42.0,4.0,40.66,2022-12-12,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.78981972637972,25.758554554507647,115.78468226701378,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,61.0,10000.0,8.81,301.0,JP,37.32016458783656,137.32452315513876,2023-12-03 11:04:34
5476.0,5.0,40.0,4.0,37.82,2022-10-16,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.85928378467568,25.864679821894043,115.85899600239266,Clouds,,few clouds,8.19,8.19,8.19,8.19,1016.0,55.0,10000.0,2.0,302.0,JP,36.59482224931935,140.1063978753593,2023-12-03 11:04:34
8154.0,5.0,18.0,7.0,61.47,2023-02-23,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.17145252856542,26.202803883115628,116.20957765370092,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,59.0,10000.0,10.54,317.0,JP,37.58381982265952,137.06277873039858,2023-12-03 11:04:34
2190.0,5.0,5.0,1.0,89.76,2022-06-01,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.74874733192522,25.75053515809772,115.72296627824008,Clouds,,overcast clouds,8.93,8.93,8.93,8.93,1022.0,60.0,10000.0,11.79,321.0,JP,38.03075465380887,136.83069947034716,2023-12-03 11:04:34
5728.0,5.0,25.0,6.0,70.41,2022-11-15,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.522468258368587,26.485247393531488,116.48631436719856,Snow,,light snow,-3.63,-3.63,-4.04,-1.08,1021.0,81.0,1145.0,2.36,323.0,JP,36.68628458546357,138.46566207958975,2023-12-03 11:04:34
6386.0,5.0,11.0,4.0,64.17,2023-04-28,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.06066075864517,26.09252074627225,116.07151470320372,Clouds,,overcast clouds,-1.34,-1.34,-1.34,-1.34,1022.0,97.0,10000.0,1.25,335.0,JP,35.41276300784286,137.5113772347366,2023-12-03 11:04:34
9495.0,5.0,40.0,1.0,50.55,2022-12-27,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.33885413796658,26.3792166345266,116.32892223950677,Clouds,,few clouds,8.19,8.19,8.19,8.19,1016.0,55.0,10000.0,2.0,302.0,JP,36.59482224931935,140.1063978753593,2023-12-03 11:04:34
3524.0,5.0,48.0,1.0,60.63,2022-10-28,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.126504356778355,26.147435772782696,116.14300275155988,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,57.0,10000.0,10.14,320.0,JP,37.512189674125054,136.77259735872553,2023-12-03 11:04:34
2684.0,5.0,41.0,3.0,20.41,2022-09-19,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.612392066432463,25.572060027168916,115.64858548309284,Clouds,,scattered clouds,7.83,7.83,7.72,7.84,1021.0,89.0,10000.0,2.49,326.0,JP,35.18939303770997,137.37555653584027,2023-12-03 11:04:34
9557.0,5.0,14.0,7.0,67.62,2023-04-15,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.997194900369134,26.02638585571211,116.00641397314116,Clouds,,few clouds,8.19,8.19,8.19,8.19,1016.0,55.0,10000.0,2.0,302.0,JP,36.59482224931935,140.1063978753593,2023-12-03 11:04:34
2045.0,5.0,17.0,4.0,81.85,2022-11-01,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.601414744711548,25.567733075842668,115.63419167422006,Clouds,,overcast clouds,9.27,9.27,9.27,9.27,1020.0,70.0,10000.0,14.03,310.0,JP,37.69693814909346,137.938539795851,2023-12-03 11:04:34
9085.0,5.0,15.0,1.0,66.31,2022-10-15,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.226599657511517,26.27134762397124,116.21548415336052,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
2067.0,5.0,20.0,9.0,94.1,2022-11-24,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.525542336119955,26.57271388871623,116.48414573088004,Clouds,,few clouds,8.19,8.19,8.19,8.19,1016.0,55.0,10000.0,2.0,302.0,JP,36.59482224931935,140.1063978753593,2023-12-03 11:04:34
6096.0,5.0,31.0,7.0,63.27,2022-08-21,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.195553852036223,26.24337315391293,116.20091048146148,Clouds,,few clouds,8.19,8.19,8.19,8.19,1016.0,55.0,10000.0,2.0,302.0,JP,36.59482224931935,140.1063978753593,2023-12-03 11:04:34
4075.0,5.0,19.0,4.0,71.17,2023-03-20,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.624572198512844,25.63497233764894,115.62181962634618,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
3994.0,5.0,48.0,6.0,63.09,2023-02-07,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.65627172976069,25.63358985247618,115.64347343595102,Snow,,snow,-2.18,-2.18,-3.38,-1.94,1021.0,94.0,838.0,3.46,309.0,JP,36.92212455299804,138.11711870832804,2023-12-03 11:04:34
1973.0,5.0,27.0,9.0,71.51,2022-06-18,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.53258262365636,26.54589570229451,116.54726914319484,Rain,,light rain,9.12,9.12,9.12,9.12,1018.0,85.0,7798.0,8.44,274.0,JP,38.01568272301349,139.47023810267154,2023-12-03 11:04:34
5800.0,5.0,9.0,3.0,14.62,2022-12-01,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.767421189774897,25.791717531929425,115.75716608489655,Clouds,,overcast clouds,6.04,6.04,6.04,6.04,1017.0,69.0,10000.0,3.38,323.0,JP,36.47743775763525,139.23609696419308,2023-12-03 11:04:34
4339.0,5.0,12.0,10.0,83.4,2023-04-21,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.25289624492781,26.24057730146153,116.20532301516704,Snow,,snow,1.16,1.16,-0.61,2.35,1020.0,89.0,4599.0,2.49,307.0,JP,36.55318199133853,138.52837314130514,2023-12-03 11:04:34
1013.0,5.0,30.0,8.0,47.12,2022-12-16,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.08214453499858,26.072958765899727,116.064986716522,Clouds,,broken clouds,13.1,13.1,8.94,13.1,1016.0,47.0,10000.0,3.59,320.0,JP,36.27081048923024,139.16973809897854,2023-12-03 11:04:34
1030.0,5.0,2.0,5.0,91.05,2022-09-27,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.63720211132802,25.60128563392944,115.62706779097934,Clouds,,broken clouds,13.1,13.1,8.94,13.1,1016.0,47.0,10000.0,3.59,320.0,JP,36.27081048923024,139.16973809897854,2023-12-03 11:04:34
3805.0,5.0,13.0,8.0,12.43,2023-01-04,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.42439234221382,26.40926416305817,116.41797238499932,Rain,,light rain,8.66,8.66,8.66,8.66,1019.0,74.0,9978.0,13.27,310.0,JP,37.95528466529032,138.22169285537262,2023-12-03 11:04:34
1549.0,5.0,14.0,9.0,71.57,2022-09-03,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.851177784187595,25.87052812330036,115.81392208319885,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,58.0,10000.0,11.54,318.0,JP,37.726030250006914,136.9859231495706,2023-12-03 11:04:34
5199.0,5.0,41.0,8.0,72.3,2022-12-24,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.095985264616584,26.139155559191625,116.11973035173052,Snow,,light snow,-3.88,-3.88,-3.88,-3.88,1019.0,93.0,3141.0,3.39,305.0,JP,36.94506192387917,139.52390319554303,2023-12-03 11:04:34
1696.0,5.0,5.0,4.0,34.65,2022-08-23,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.59034229461592,26.62866653414086,116.56228626832312,Rain,,light rain,3.79,3.79,3.79,5.6,1021.0,97.0,1187.0,3.26,308.0,JP,37.07618661722416,138.89015034533375,2023-12-03 11:04:34
3862.0,5.0,50.0,9.0,16.12,2022-10-14,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.213557328320707,26.22621263907502,116.24146772203824,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
6224.0,5.0,28.0,1.0,67.03,2022-10-11,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.75818844183297,25.74656133827924,115.71561901093804,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,58.0,10000.0,11.54,318.0,JP,37.726030250006914,136.9859231495706,2023-12-03 11:04:34
7785.0,5.0,33.0,7.0,49.97,2022-09-11,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.105959800168456,26.092574642368,116.08788182883268,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
8265.0,5.0,36.0,6.0,92.18,2023-01-13,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.882199742057345,25.925200652648297,115.9235483640754,Rain,,light rain,9.12,9.12,9.12,9.12,1018.0,85.0,7798.0,8.44,274.0,JP,38.01568272301349,139.47023810267154,2023-12-03 11:04:34
7981.0,5.0,15.0,5.0,75.46,2022-07-19,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.880331794938304,25.913065409092237,115.87168077475138,Snow,,light snow,-3.63,-3.63,-4.04,-1.08,1021.0,81.0,1145.0,2.36,323.0,JP,36.68628458546357,138.46566207958975,2023-12-03 11:04:34
8816.0,5.0,11.0,7.0,35.2,2022-10-28,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.228585927325756,26.24718143974612,116.2143378379297,Snow,,light snow,-3.63,-3.63,-4.04,-1.08,1021.0,81.0,1145.0,2.36,323.0,JP,36.68628458546357,138.46566207958975,2023-12-03 11:04:34
1127.0,5.0,7.0,2.0,76.68,2022-09-18,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.46192006607147,26.499297514960038,116.45179571729544,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
3237.0,5.0,18.0,6.0,63.38,2022-09-22,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.23025634880881,26.20278718905901,116.24324448730094,Clouds,,overcast clouds,-1.34,-1.34,-1.34,-1.34,1022.0,97.0,10000.0,1.25,335.0,JP,35.41276300784286,137.5113772347366,2023-12-03 11:04:34
3867.0,5.0,41.0,1.0,39.51,2022-11-18,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.522237178044847,26.54453827885009,116.5475344278287,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
6321.0,5.0,49.0,5.0,99.75,2022-09-14,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.796443068540945,25.83895866661404,115.83776268286928,Snow,,light snow,-3.88,-3.88,-3.88,-3.88,1019.0,93.0,3141.0,3.39,305.0,JP,36.94506192387917,139.52390319554303,2023-12-03 11:04:34
2038.0,5.0,16.0,3.0,32.14,2023-04-14,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.053913922577795,26.0382283734283,116.08864483387202,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,61.0,10000.0,8.81,301.0,JP,37.32016458783656,137.32452315513876,2023-12-03 11:04:34
5104.0,5.0,4.0,1.0,70.7,2023-05-02,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.67188709834477,25.71890556459113,115.63184070816996,Clouds,,broken clouds,13.1,13.1,8.94,13.1,1016.0,47.0,10000.0,3.59,320.0,JP,36.27081048923024,139.16973809897854,2023-12-03 11:04:34
4702.0,5.0,4.0,6.0,51.82,2023-01-09,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.55057533891512,26.594909947063904,116.55156318433616,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
6929.0,5.0,27.0,5.0,95.59,2023-01-24,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.664780099242385,25.620861968934904,115.64492180647775,Rain,,light rain,9.12,9.12,9.12,9.12,1018.0,85.0,7798.0,8.44,274.0,JP,38.01568272301349,139.47023810267154,2023-12-03 11:04:34
8830.0,5.0,40.0,7.0,89.28,2023-03-08,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.93934107415316,25.964480706179103,115.95977792414456,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
6090.0,5.0,44.0,2.0,42.54,2023-04-13,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.93575201003273,25.893059662501653,115.94693912360955,Clouds,,scattered clouds,-4.0,-4.0,-4.0,-4.0,1021.0,87.0,10000.0,2.67,285.0,JP,35.533873693143065,138.19450508820626,2023-12-03 11:04:34
8315.0,5.0,22.0,4.0,55.19,2022-11-05,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.532930457299184,26.53991206741001,116.50911545657333,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
1749.0,5.0,23.0,2.0,68.51,2023-04-30,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.5034171010548,26.462053481235,116.54101363917565,Rain,,light rain,9.12,9.12,9.12,9.12,1018.0,85.0,7798.0,8.44,274.0,JP,38.01568272301349,139.47023810267154,2023-12-03 11:04:34
3896.0,5.0,10.0,8.0,93.34,2023-02-05,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.386215917984877,26.40208447873405,116.34241675369204,Clouds,,overcast clouds,5.56,5.56,4.8,6.24,1023.0,77.0,8981.0,5.01,288.0,JP,36.87319466609131,137.4383254970105,2023-12-03 11:04:34
9989.0,5.0,49.0,6.0,16.67,2023-05-02,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.65928319294225,25.70665729404937,115.70466049049304,Clouds,,broken clouds,13.1,13.1,8.94,13.1,1016.0,47.0,10000.0,3.59,320.0,JP,36.27081048923024,139.16973809897854,2023-12-03 11:04:34
3518.0,5.0,13.0,6.0,56.84,2022-08-15,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,25.88141063359608,25.844732557757585,115.85413982395212,Clouds,,overcast clouds,6.4,6.4,6.4,6.4,1022.0,61.0,10000.0,8.81,301.0,JP,37.32016458783656,137.32452315513876,2023-12-03 11:04:34
7267.0,5.0,45.0,2.0,61.82,2022-10-02,5.0,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,26.117193042756448,26.097245047746025,116.07978907858008,Clouds,,broken clouds,13.1,13.1,8.94,13.1,1016.0,47.0,10000.0,3.59,320.0,JP,36.27081048923024,139.16973809897854,2023-12-03 11:04:34
